INDEX,p_target
1431,523.93842901
1435,37.34720548
1437,459.07400459
1438,200.76076383
1442,565.48348316
1464,39.471587785
1471,292.41742911
1473,276.52065186
1476,56.014850538
1478,323.03682903
1479,383.0871543
1487,550.52288397
1492,386.36685076
1496,133.16992141
1497,504.85725628
1515,19.792276084
1519,284.7531029
1522,704.3193078
1526,307.34107156
1537,54.20515198
1538,930.47382617
1540,239.81283574
1543,143.05963217
1548,151.67837789
1549,119.74803561
1556,536.9433532
1564,18.96368462
1570,145.19795204
1577,627.97055658
1585,87.712038254
1590,268.2920681
1592,628.42656361
1594,446.27496112
1596,603.23320234
1598,228.33590857
1603,435.063319
1607,254.38075872
1612,82.962546067
1627,37.935562246
1629,636.57635701
1630,178.56740573
1640,306.0325078
1641,323.08711904
1646,230.40347387
1662,375.91626465
1668,188.42544877
1671,56.551284113
1672,575.31670452
1673,522.32989058
1686,499.27932776
1688,683.23479929
1696,25.474264411
1701,49.27773899
1707,59.611110604
1708,27.185899908
1713,65.877259326
1715,233.02118048
1717,34.50443686
1721,327.78147616
1724,740.96011999
1725,786.87368047
1730,87.829444471
1731,676.75387286
1734,432.94644112
1740,213.02891961
1748,27.569482774
1749,87.121922153
1750,689.08757791
1763,262.9143921
1768,97.54103064
1773,642.06052168
1777,52.020184995
1778,380.16687205
1780,139.06379418
1782,342.95689741
1784,60.231128977
1786,220.32035563
1787,163.76896055
1792,320.71788838
1800,538.60143266
1801,226.03764149
1803,181.74441946
1804,670.87431409
1807,10.676637205
1818,245.80202673
1821,30.489964879
1822,106.61120258
1828,91.923343256
1833,299.60157854
1844,354.74621816
1847,315.57959972
1850,53.314561355
1854,345.69424216
1858,367.10444051
1864,198.35101979
1867,87.567413506
1876,410.5735039
1880,310.16354511
1881,74.929329475
1891,202.51654364
1894,276.32377265
1895,54.815365257
1901,416.76049427
1905,65.546169257
1912,363.63441283
1918,343.89609416
1921,245.04259079
1923,228.81883889
1924,230.86581333
1931,110.20466811
1941,83.943417668
1950,91.660738846
1951,261.66020742
1954,17.880660346
1961,480.92234237
1966,11.195238701
1979,156.88250983
1982,96.032215144
1987,635.5833412
1997,350.08150373
2004,18.806657999
2011,430.13215908
2015,308.07544231
2025,19.90640172
2033,373.28334301
2034,6.7306835452
2035,115.4685858
2036,581.30562978
2053,663.28117924
2059,765.82254906
2060,28.099002686
2073,249.21626555
2084,447.90210106
2089,96.18759614
2092,267.65141762
2109,538.14460631
2129,452.64073994
2134,403.2803024
2135,27.011757439
2148,18.723490213
2149,22.140744152
2150,368.02037637
2165,765.57888934
2166,61.228542523
2168,48.040372531
2170,190.2868598
2171,171.91725521
2172,25.35606127
2176,170.11301414
2182,90.58782808
2189,191.21870377
2191,45.455133596
2197,29.312821975
2202,133.71795057
2203,136.66508746
2204,677.50861387
2206,767.74502434
2218,74.279765734
2219,152.22300456
2221,377.09070161
2226,99.286558842
2228,447.85933672
2232,397.56255698
2236,333.72377237
2241,828.83788301
2245,41.814262798
2251,331.82643046
2255,49.131045805
2256,15.0350304
2259,21.632866698
2263,307.48120568
2264,40.027112395
2267,111.21418237
2273,823.82382071
2277,409.2835054
2287,117.36883453
2289,357.3201078
2291,73.162744304
2296,799.01978509
2299,41.15286288
2306,62.267199432
2314,252.81769292
2317,29.646587353
2318,708.2324875
2321,775.86900193
2324,57.399095576
2340,435.20657106
2343,55.872935645
2349,245.4824088
2352,164.24197354
2353,417.54340535
2365,800.27797873
2370,598.27666132
2378,80.044142289
2390,498.5010703
2399,220.70509518
2402,749.67080238
2403,588.64379045
2404,101.52671575
2414,126.14194745
2422,343.6531264
2424,113.26038082
2430,417.06281918
2435,302.41482568
2439,69.808748435
2442,491.87852797
2445,354.18816208
2449,290.33186495
2451,299.81857988
2461,712.26102745
2464,169.27990077
2465,650.81127296
2472,58.10647573
2476,437.45953127
2482,279.85899884
2487,185.25686555
2498,265.62611392
2501,70.190727679
2504,189.26305666
2511,290.75493616
2518,23.092892182
2521,200.50982826
2530,89.232827974
2543,609.14970965
2545,591.63639812
2561,402.20151199
2566,554.60120462
2572,216.6262006
2577,126.29754528
2578,290.23832712
2580,257.94224933
2581,136.76072768
2582,53.097561831
2584,54.119555652
2590,26.489047057
2598,7.9352366749
2602,117.83020227
2605,10.521489489
2616,260.61048079
2618,225.38892201
2619,213.52997322
2624,47.651997595
2632,205.33173396
2640,139.64548242
2646,24.786610284
2651,184.76315323
2660,36.531460585
2661,43.416868483
2668,72.817853135
2670,424.65089195
2680,393.35839239
2681,10.588214316
2689,275.23428121
2694,73.429084796
2695,840.36315338
2696,495.32717214
2702,79.372703518
2704,135.15919881
2708,101.55748047
2709,53.82756293
2714,464.91106288
2716,34.211310037
2723,124.29409388
2725,458.379184
2738,66.782134292
2750,430.8489224
2756,337.57462194
2758,80.336019037
2766,333.2320963
2767,397.86835122
2771,243.251767
2775,506.67899126
2776,123.83850516
2779,901.86025418
2780,371.27001329
2781,446.86905813
2782,513.08419486
2783,148.13586039
2796,257.55330151
2798,284.10580259
2800,76.348942741
2803,107.60609498
2806,4.6166681897
2813,150.72773911
2818,108.18906584
2821,321.60319493
2825,224.92152185
2829,50.06346017
2830,566.51112868
2833,91.276023607
2839,660.17946648
2843,55.055241502
2846,70.24530666
2847,85.332334024
2848,59.966150926
2856,747.8681135
2863,273.29076635
2867,467.17944451
2869,166.29953626
2873,9.0872372344
2874,390.97403942
2875,574.84065361
2880,369.46702178
2886,519.86176801
2887,380.38325222
2888,271.56275305
2889,414.64736062
2890,595.25343477
2892,151.14295324
2901,123.58860141
2902,196.71686061
2905,384.03749615
2917,382.91338797
2922,565.343775
2924,84.157233413
2930,106.09409567
2931,121.78003958
2946,150.5509901
2955,355.78313021
2962,18.003666295
2964,22.05738542
2965,394.75101363
2967,26.1231379
2970,69.210386384
2973,436.81745382
2974,281.54527554
2976,649.65953141
2977,130.38238821
2978,84.183878444
2986,130.22185668
2988,302.04777216
2989,191.82068739
2995,712.45127246
3005,594.45130828
3011,120.42213994
3013,39.874900703
3019,487.19606811
3021,24.306740245
3022,214.65404487
3029,155.96446122
3037,171.85755298
3042,75.710106699
3043,170.822851
3049,109.33122983
3050,451.83246354
3053,270.73982799
3058,221.34704736
3062,237.79092843
3063,463.02588342
3065,43.747263374
3080,68.336348603
3088,208.99018687
3093,374.46596484
3096,231.22277275
3101,361.53780883
3103,277.96870466
3107,367.69257335
3109,43.206283631
3111,115.85392955
3113,801.28305096
3116,5.4087788838
3132,129.32591812
3141,250.01577373
3153,374.46571696
3154,34.481636123
3160,113.05800325
3167,74.653271766
3170,465.9975205
3173,340.79108404
3174,346.80037028
3177,225.39034144
3179,231.3725298
3184,462.36168955
3190,249.66953421
3193,81.813150029
3199,342.53999511
3201,64.629751375
3202,293.82190998
3203,619.20439758
3206,557.11217278
3209,59.948296702
3210,482.76591064
3217,274.44916129
3220,159.97953783
3228,341.07409233
3232,34.843545712
3239,88.603337078
3243,443.95315795
3245,173.76387213
3246,442.17771919
3251,56.938515857
3253,310.87079391
3257,87.425935546
3260,16.439413562
3261,330.28194818
3263,289.86821339
3278,203.62990816
3281,115.48001614
3283,78.421625312
3290,32.236198466
3297,301.02677549
3304,86.900032228
3305,276.56633408
3307,80.155884957
3308,316.42719042
3313,346.75470416
3314,242.80611478
3317,208.66836499
3348,58.81288087
3350,352.29811492
3359,42.094343496
3367,96.760188093
3376,109.04249023
3378,195.64815982
3384,831.25305462
3386,125.45470935
3387,112.95422197
3388,122.26928166
3390,54.468761236
3391,421.15545285
3396,265.26723883
3398,34.928314746
3404,35.262192551
3406,27.211847381
3407,60.72845761
3414,53.111528952
3419,178.84521026
3423,589.15982707
3427,52.153785389
3432,50.914760328
3434,42.902001508
3438,33.872337242
3442,85.528291333
3443,56.992870171
3448,72.95380009
3456,77.739030001
3464,78.184806411
3470,609.13050669
3475,530.54394496
3477,434.24601326
3490,81.499562995
3493,450.33097631
3502,443.15330252
3508,43.207878883
3516,90.373346136
3517,337.04106558
3525,317.54515044
3532,697.51913462
3535,313.78227845
3536,752.11713874
3540,130.12089019
3547,343.39708085
3550,416.94458502
3557,626.86453525
3562,130.05948636
3563,102.79294942
3564,368.10413964
3570,119.56919805
3573,279.95634442
3577,336.6353261
3579,658.34502326
3581,57.156220945
3587,185.61181982
3602,401.05608452
3609,377.70816711
3612,222.62335054
3621,400.90523282
3642,242.77791185
3647,786.16812927
3649,469.48989605
3654,486.2314791
3660,387.38768702
3665,563.56740763
3669,408.00876244
3673,174.5723253
3675,211.63877241
3678,48.681331422
3680,478.03345134
3686,523.68886638
3693,340.4334943
3710,653.72860572
3713,44.60279877
3718,396.6716985
3725,107.771193
3726,408.88038612
3747,135.38463525
3753,21.607826478
3754,320.05918554
3760,655.81669291
3763,50.535832149
3765,306.68042886
3769,241.39540174
3771,472.70799673
3784,89.910749541
3787,170.35835714
3794,170.38772858
3796,79.407822709
3798,74.768361627
3809,193.13257454
3812,321.79732672
3819,279.61900414
3828,181.62630256
3831,319.84591288
3833,115.66219413
3837,651.70405229
3839,703.11454421
3843,472.64957997
3846,82.692167585
3854,47.194562928
3861,65.837650861
3864,442.33683407
3868,47.296663502
3869,141.73907579
3870,176.76755963
3883,224.54334399
3886,52.475673474
3889,340.93722522
3894,419.85419859
3907,63.71292555
3910,77.412286198
3913,31.855325537
3914,319.63749555
3921,288.69174549
3923,28.211542929
3929,590.93642817
3931,447.44141104
3932,327.46935266
3937,588.84944144
3943,251.31980656
3956,277.08071845
3957,493.314637
3961,616.39754099
3971,257.3699524
4004,287.07084629
4005,47.296391416
4006,11.380415358
4011,168.8548418
4013,118.94563806
4014,90.874951637
4016,508.12866881
4017,27.209998892
4020,57.769511703
4022,148.54932182
4026,258.76815903
4032,171.46990121
4043,33.317031361
4045,273.24849516
4048,118.27632067
4051,102.62038074
4052,268.21905009
4056,61.343106023
4059,41.395225997
4069,58.522235537
4074,487.64656016
4076,316.37073327
4077,693.05567381
4079,579.02730941
4081,458.07396623
4088,184.98365258
4105,105.90435564
4125,259.07537154
4134,543.14508749
4139,4.6551528901
4146,57.868460248
4149,141.29681622
4151,645.58067694
4155,182.96222761
4157,147.20515059
4168,664.65846336
4170,274.45244326
4174,92.671771785
4179,298.61259312
4185,141.7527435
4199,718.57755014
4205,133.18237204
4208,25.46380853
4211,658.02935054
4212,67.259208819
4215,607.88628842
4217,167.13211954
4219,878.17363167
4226,309.11002643
4227,278.79428128
4229,43.193986108
4231,137.48634498
4233,16.287620033
4237,284.13836886
4243,457.16084334
4248,188.79661943
4255,109.99203328
4262,48.516571571
4266,597.78464772
4268,364.01856299
4270,707.81487738
4273,42.782417363
4276,84.700943138
4277,182.16887745
4279,371.46779703
4299,158.29289755
4313,42.403527925
4322,35.167947297
4324,89.127729797
4328,323.72497074
4331,298.9137515
4335,45.270022245
4337,428.80380582
4338,410.41407338
4343,83.644791395
4347,135.75351742
4355,713.15540242
4357,4.2296262707
4359,48.079860142
4362,209.81521693
4368,603.8596382
4374,78.927509737
4375,497.58733771
4378,447.13787355
4381,708.94968598
4387,123.44900821
4400,32.739317347
4423,235.71473408
4424,54.948165274
4428,407.89459364
4433,768.44405366
4436,579.98473035
4437,224.42344315
4439,416.17133067
4449,215.19836196
4456,80.667926734
4463,157.979207
4467,113.37279142
4468,54.045046092
4469,42.700671655
4472,165.18336647
4473,31.816453607
4476,740.12252024
4500,19.992415453
4509,253.35505841
4513,817.9814334
4521,29.746452784
4527,489.27929484
4530,379.41899662
4532,464.92145689
4533,113.89491085
4535,378.85650453
4536,321.52971072
4542,395.0072818
4551,804.51180691
4554,88.014365097
4555,510.39771092
4564,269.40261732
4572,424.54489695
4573,93.446843469
4577,292.08655516
4579,245.04090712
4583,91.648611648
4584,324.64431342
4596,53.957189185
4599,232.33054094
4607,358.8954835
4609,539.7164734
4610,55.787323445
4616,467.38805073
4617,328.21408835
4633,118.32318238
4638,406.0240777
4641,38.234454533
4653,504.66919727
4655,350.31419934
4659,413.87119863
4669,114.60914774
4678,66.548532216
4685,703.287023
4686,264.69551141
4691,322.24479236
4695,172.1388407
4698,211.81709262
4700,469.23021076
4711,121.94101317
4722,41.067813117
4727,505.6115788
4756,11.736403229
4762,196.21354067
4763,395.70774547
4766,91.53742508
4770,127.03470567
4784,335.97696941
4791,105.94167008
4795,80.797229546
4799,467.84994085
4802,508.38927925
4805,588.0638946
4814,616.47606174
4816,414.47566673
4817,57.974588689
4822,380.94909423
4827,590.40970957
4833,173.80406949
4836,12.855139783
4842,373.05595735
4844,85.641772284
4845,444.98998832
4849,113.43572915
4850,276.69981375
4860,43.337964905
4863,341.4949408
4871,127.83183729
4878,357.59046661
4881,757.80800717
4888,612.2426469
4900,228.61417999
4906,492.08106045
4909,22.661585009
4916,154.68006272
4918,425.61947473
4926,381.72623144
4928,130.54650888
4941,385.7978371
4946,109.15959618
4949,123.50452316
4956,45.405416019
4966,58.670567638
4969,328.94722976
4973,66.66324529
4978,499.25680191
4982,202.13742575
4985,34.152477493
4991,205.8835062
4998,42.941309997
5000,576.14976619
5004,441.38304349
5005,590.98737107
5011,729.23721345
5016,515.52151519
5018,56.479932884
5034,251.38969854
5038,23.864769549
5042,76.946449151
5046,57.953672436
5051,255.891797
5054,66.567769897
5057,276.71527108
5062,50.222297703
5063,52.442735067
5065,114.42362694
5066,121.66738263
5076,250.45934124
5089,272.03025663
5092,225.40974886
5093,335.54577202
5094,35.815668382
5098,677.93332796
5102,52.695812427
5112,393.70963326
5117,454.00790778
5127,522.55599974
5130,350.99976879
5131,541.05551593
5132,594.34033771
5135,739.22199963
5136,23.306695173
5147,416.37515621
5157,82.456480428
5160,303.8445545
5165,17.974180202
5166,629.40255155
5172,480.03214482
5173,233.59028136
5179,557.29455034
5184,489.47061394
5187,55.55127161
5191,90.625520674
5193,175.94981844
5194,67.581402055
5199,198.30762007
5212,41.726197168
5213,388.68115752
5224,128.51055042
5226,161.89581843
5239,351.35264792
5252,808.59152137
5264,158.91730386
5266,16.653300829
5271,24.658846865
5273,44.338835252
5276,537.52929875
5278,46.102252414
5281,716.13687823
5283,564.32435904
5291,68.092849735
5294,377.81408754
5296,541.95226027
5297,769.5036154
5313,33.981209924
5314,134.13233894
5321,198.61594184
5325,14.46123003
5326,149.47475401
5328,26.166933925
5334,140.27843572
5338,454.37389704
5344,106.4470024
5348,157.1438962
5352,233.30740389
5353,90.248833045
5354,434.796982
5361,715.38594685
5364,20.2940948
5365,144.58952283
5367,311.82641559
5379,429.0832656
5382,360.88983776
5386,341.11311999
5395,75.725740639
5410,256.44625615
5411,123.63077797
5416,400.39485285
5424,665.81580684
5426,339.32449753
5428,224.97913792
5430,256.30150077
5433,239.06147321
5437,3.1654959831
5440,297.53169761
5442,845.9194562
5445,522.09994692
5449,200.82558088
5452,421.18713326
5460,418.24064781
5461,24.475316957
5465,131.8156223
5467,80.332225065
5471,296.23763722
5474,676.52954896
5475,40.448707453
5480,37.102223804
5481,288.07688666
5484,106.65487587
5494,65.100387928
5495,559.47339189
5497,64.106287563
5499,535.00170455
5507,46.36896559
5510,120.32134195
5515,189.79409314
5516,74.275688516
5517,255.37381855
5524,88.848286672
5530,177.85898714
5534,365.48846788
5543,442.96910082
5545,607.01155672
5558,74.189050829
5562,214.42696885
5573,724.69186983
5581,65.999949329
5583,533.12213366
5587,254.28481148
5589,692.24930458
5591,169.6362515
5596,338.60690918
5606,777.68270466
5608,278.53765593
5611,52.280876716
5612,282.95199492
5614,251.13353666
5620,26.18562688
5623,110.00035366
5624,98.273458648
5626,250.25113191
5633,220.49395638
5635,56.485978669
5640,293.06779138
5643,94.781721883
5644,484.72359834
5653,346.95094269
5663,29.259910792
5664,364.07537757
5667,488.95408371
5671,574.30069923
5673,607.38619969
5676,42.325087702
5678,151.55725074
5698,158.99604014
5700,15.349028566
5705,324.15449318
5706,760.14574878
5711,64.614430755
5712,704.82391191
5716,196.88041534
5719,290.93572196
5725,763.81947363
5728,60.227289588
5734,73.327902086
5735,73.476177231
5743,237.408918
5754,247.63321434
5755,375.07816396
5756,114.50012248
5766,27.80909491
5770,621.34349591
5774,218.18330883
5775,32.107577598
5776,114.94510171
5778,35.273690224
5786,309.27228865
5787,369.05957349
5791,204.68973768
5794,266.12293614
5803,256.06914221
5804,297.60317164
5808,93.111714384
5810,22.936648204
5813,426.20229807
5828,177.91541834
5839,94.132511605
5842,453.18960259
5843,38.906638674
5844,278.39338413
5847,643.77070805
5851,23.756208549
5854,55.429059603
5857,19.214795612
5866,554.87311518
5874,408.45055711
5886,100.35254563
5895,120.09725924
5897,37.085742716
5898,290.56567643
5900,613.42409942
5902,275.21200577
5908,496.05530968
5909,28.576294077
5912,33.24474874
5913,86.460738956
5917,177.07933496
5918,610.36672383
5921,89.140725019
5931,312.36045569
5942,450.48029625
5943,557.60095485
5950,32.846160535
5954,7.6684663309
5983,18.336703222
5995,733.02303308
6002,119.29485337
6005,52.450092068
6009,253.68431293
6011,7.9807890113
6012,16.42179526
6019,256.2283462
6021,150.81198818
6029,740.87236166
6036,417.51697852
6037,7.0932548597
6038,39.369109693
6043,64.006792222
6045,164.64764573
6047,607.96570224
6048,32.922922278
6061,347.57878565
6063,281.12481854
6064,91.238603325
6068,648.26999986
6069,30.104592577
6070,452.38087913
6071,217.00069087
6074,231.72212153
6079,338.09460177
6082,26.113886887
6088,781.97751142
6094,94.058361405
6095,337.44504782
6098,456.91280093
6102,30.909745415
6105,281.01997271
6113,106.58379713
6116,307.07091632
6120,284.20119646
6121,353.75762099
6126,331.33308797
6144,112.19227936
6145,29.127682065
6153,362.26863089
6156,155.29134389
6159,252.9415207
6162,84.154449
6184,517.57825963
6188,105.50679135
6189,311.3003439
6191,346.53870215
6211,543.50719907
6216,118.72995974
6218,452.34996293
6222,276.20944696
6235,206.16606617
6245,208.68136173
6248,698.71353546
6253,326.15899798
6256,6.0595467071
6257,290.24045735
6259,400.54203612
6266,90.707782916
6268,346.60370979
6275,200.56049903
6280,666.51714183
6283,434.82334122
6288,63.600097813
6289,103.62038811
6301,60.817607259
6308,81.811626482
6314,16.828053315
6315,92.6047708
6316,661.1486316
6317,500.55949358
6318,53.065608137
6323,777.49267402
6329,553.72794319
6336,266.94586529
6341,854.81707585
6348,207.6520883
6349,37.931701691
6365,36.901966454
6372,200.55896981
6376,36.023449813
6378,77.382820667
6379,691.2680573
6382,175.70675512
6383,490.0628693
6389,728.18789666
6390,22.416053315
6392,27.780292191
6394,576.75575905
6402,137.81797179
6404,476.46891752
6405,11.923040577
6406,270.56876751
6409,81.158079629
6410,110.4690599
6411,81.321839443
6421,89.083358105
6428,391.45659968
6429,309.38999812
6432,190.65307477
6436,23.413718105
6437,354.67878068
6438,272.08879664
6445,115.79594352
6447,545.63866834
6450,20.8362501
6462,173.84508227
6467,673.67306605
6478,34.821384542
6484,200.77687943
6492,412.25604154
6497,33.907541168
6504,292.61615049
6505,174.58128599
6513,583.45402961
6525,150.23412783
6526,143.12525478
6528,51.708190404
6540,8.6459708431
6542,144.47390221
6544,284.54088265
6548,75.734215893
6552,247.42610961
6558,9.643595921
6567,34.837613078
6569,640.85911624
6572,96.116962545
6577,65.110162541
6581,218.50664022
6588,482.08622151
6591,607.1340612
6594,325.69910758
6600,513.43174632
6602,119.0801672
6604,41.456697257
6605,29.883838329
6614,276.57240326
6616,217.67345393
6621,396.30419983
6640,348.59506265
6641,330.14084111
6643,43.902096357
6644,223.82583471
6649,561.00832255
6650,732.52532151
6655,499.79378508
6661,28.675238174
6672,335.98268377
6677,42.114271573
6688,70.275159737
6689,90.451391277
6691,26.00029515
6692,472.90688887
6694,752.52278982
6702,514.17797939
6714,49.591812049
6716,533.47075211
6724,100.12367518
6725,112.48567176
6730,197.40032854
6735,501.27043148
6738,363.98867429
6739,331.3129446
6743,288.17254062
6747,143.32967102
6750,755.2953902
6751,393.86847052
6753,301.50854021
6754,288.2154192
6755,92.698258259
6762,225.60607605
6764,73.448491187
6772,665.41791467
6774,109.78558405
6787,260.4859956
6789,39.006110345
6793,164.8785363
6798,14.583742358
6799,26.267941749
6800,128.40448783
6802,31.413847633
6808,413.62677564
6809,84.328694723
6812,16.575779474
6814,850.40019305
6816,496.05797624
6822,80.349749114
6829,264.45677809
6834,864.95122712
6836,28.63865247
6839,198.9930263
6840,511.81479921
6843,58.996498171
6846,259.6847026
6848,19.626946485
6852,69.954963983
6856,248.92656035
6860,113.45707134
6866,447.39654361
6870,265.74454297
6878,587.86999352
6880,114.67994234
6885,26.745221493
6897,67.392983228
6902,779.63852427
6904,563.31859188
6907,72.146360776
6909,198.67127991
6914,626.71744377
6915,493.90179382
6922,323.01900181
6924,198.04911771
6933,99.902121858
6934,106.66043692
6941,341.69997875
6957,295.16345655
6960,44.914742301
6969,48.307421187
6975,134.25559207
6980,719.17539035
6983,58.805507151
6987,98.863526068
6994,60.270640414
6997,9.5154685323
7002,135.46369962
7010,26.93455602
7015,271.15174925
7019,238.32825406
7022,299.28943708
7025,30.599429645
7029,70.050818019
7031,192.11331046
7037,439.7074275
7038,203.91914492
7043,57.616603657
7049,71.382524587
7052,239.10320013
7053,390.92181704
7056,6.9623214647
7057,547.31450993
7080,232.30141889
7086,153.15821448
7087,60.870017299
7105,459.69308646
7108,9.8643293074
7121,507.90333097
7122,151.45215405
7125,504.87968716
7132,366.16375928
7134,166.45766231
7151,355.58775719
7152,729.6526309
7157,163.8597626
7159,77.520191394
7166,649.53443383
7167,131.59506289
7177,46.148204501
7179,704.35479412
7181,353.47770551
7183,132.48849671
7186,34.112816835
7193,21.170681304
7205,37.083681827
7207,21.390037372
7209,476.70140881
7216,164.46159519
7232,782.99769311
7235,191.93563902
7238,364.41136914
7240,760.45091186
7243,352.54012717
7252,271.86980962
7269,220.14552659
7275,41.112085282
7281,191.30163518
7283,69.414439439
7287,250.02715707
7289,370.92862695
7291,419.33737186
7294,33.673587839
7304,265.54773035
7308,267.35774149
7313,64.997729024
7319,359.80603998
7325,71.078739545
7326,125.15944775
7330,367.30760913
7332,14.546432983
7337,385.68416275
7341,202.44072636
7346,433.10195527
7353,432.99600327
7354,692.78360361
7361,268.46138359
7366,552.66812227
7368,39.116670391
7372,41.639535425
7375,454.83153751
7377,355.89974447
7380,168.64182498
7382,253.01517886
7385,702.42780298
7392,749.34478718
7395,20.951138475
7397,299.9588985
7403,77.207310417
7406,264.94261532
7409,578.35891342
7410,254.10852752
7412,30.897633942
7419,346.02208229
7425,113.98793258
7435,188.17223217
7438,339.69558378
7440,148.43273635
7447,125.13554348
7449,656.58306333
7456,267.53281452
7464,88.055509267
7478,207.25443062
7480,34.09577181
7481,454.02477062
7483,163.42450143
7484,151.51558153
7491,466.45828193
7494,330.12706343
7501,430.91675642
7503,827.91454287
7509,90.862132506
7517,153.51995231
7518,238.4311032
7519,212.54015135
7521,431.97577486
7522,608.0492858
7536,78.084672188
7539,25.412073087
7547,399.74880983
7549,60.072969019
7552,465.70055471
7554,331.08529991
