INDEX,p_target
990,1495.78
992,1495.78
995,1495.78
996,1495.78
998,1495.78
1001,1495.78
1007,1495.78
1008,1495.78
1016,1495.78
1022,1495.78
1027,1495.78
1032,1495.78
1033,1495.78
1041,1495.78
1065,1495.78
1074,1495.78
1075,1495.78
1081,1495.78
1094,1495.78
1099,1495.78
1105,1495.78
1123,1495.78
1135,1495.78
1142,1495.78
1155,1495.78
1169,1495.78
1176,1495.78
1178,1495.78
1180,1495.78
1184,1495.78
1185,1495.78
1193,1495.78
1196,1495.78
1199,1495.78
1203,1495.78
1205,1495.78
1207,1495.78
1208,1495.78
1212,1495.78
1213,1495.78
1222,1495.78
1223,1495.78
1226,1495.78
1227,1495.78
1229,1495.78
1230,1495.78
1231,1495.78
1241,1495.78
1243,1495.78
1244,1495.78
1246,1495.78
1248,1495.78
1249,1495.78
1252,1495.78
1261,1495.78
1275,1495.78
1281,1495.78
1285,1495.78
1288,1495.78
1290,1495.78
1291,1495.78
1304,1495.78
1305,1495.78
1323,1495.78
1342,1495.78
1348,1495.78
1353,1495.78
1363,1495.78
1371,1495.78
1372,1495.78
1378,1495.78
1381,1495.78
1382,1495.78
1393,1495.78
1394,1495.78
1398,1495.78
1404,1495.78
1405,1495.78
1419,1495.78
1421,1495.78
1426,1495.78
1431,1495.78
1435,1495.78
1437,1495.78
1438,1495.78
1442,1495.78
1464,1495.78
1471,1495.78
1473,1495.78
1476,1495.78
1478,1495.78
1479,1495.78
1487,1495.78
1492,1495.78
1496,1495.78
1497,1495.78
1515,1495.78
1519,1495.78
1522,1495.78
1526,1495.78
1537,1495.78
1538,1495.78
1540,1495.78
1543,1495.78
1548,1495.78
1549,1495.78
1556,1495.78
1564,1495.78
1570,1495.78
1577,1495.78
1585,1495.78
1590,1495.78
1592,1495.78
1594,1495.78
1596,1495.78
1598,1495.78
1603,1495.78
1607,1495.78
1612,1495.78
1627,1495.78
1629,1495.78
1630,1495.78
1640,1495.78
1641,1495.78
1646,1495.78
1662,1495.78
1668,1495.78
1671,1495.78
1672,1495.78
1673,1495.78
1686,1495.78
1688,1495.78
1696,1495.78
1701,1495.78
1707,1495.78
1708,1495.78
1713,1495.78
1715,1495.78
1717,1495.78
1721,1495.78
1724,1495.78
1725,1495.78
1730,1495.78
1731,1495.78
1734,1495.78
1740,1495.78
1748,1495.78
1749,1495.78
1750,1495.78
1763,1495.78
1768,1495.78
1773,1495.78
1777,1495.78
1778,1495.78
1780,1495.78
1782,1495.78
1784,1495.78
1786,1495.78
1787,1495.78
1792,1495.78
1800,1495.78
1801,1495.78
1803,1495.78
1804,1495.78
1807,1495.78
1818,1495.78
1821,1495.78
1822,1495.78
1828,1495.78
1833,1495.78
1844,1495.78
1847,1495.78
1850,1495.78
1854,1495.78
1858,1495.78
1864,1495.78
1867,1495.78
1876,1495.78
1880,1495.78
1881,1495.78
1891,1495.78
1894,1495.78
1895,1495.78
1901,1495.78
1905,1495.78
1912,1495.78
1918,1495.78
1921,1495.78
1923,1495.78
1924,1495.78
1931,1495.78
1941,1495.78
1950,1495.78
1951,1495.78
1954,1495.78
1961,1495.78
1966,1495.78
1979,1495.78
1982,1495.78
1987,1495.78
1997,1495.78
2004,1495.78
2011,1495.78
2015,1495.78
2025,1495.78
2033,1495.78
2034,1495.78
2035,1495.78
2036,1495.78
2053,1495.78
2059,1495.78
2060,1495.78
2073,1495.78
2084,1495.78
2089,1495.78
2092,1495.78
2109,1495.78
2129,1495.78
2134,1495.78
2135,1495.78
2148,1495.78
2149,1495.78
2150,1495.78
2165,1495.78
2166,1495.78
2168,1495.78
2170,1495.78
2171,1495.78
2172,1495.78
2176,1495.78
2182,1495.78
2189,1495.78
2191,1495.78
2197,1495.78
2202,1495.78
2203,1495.78
2204,1495.78
2206,1495.78
2218,1495.78
2219,1495.78
2221,1495.78
2226,1495.78
2228,1495.78
2232,1495.78
2236,1495.78
2241,1495.78
2245,1495.78
2251,1495.78
2255,1495.78
2256,1495.78
2259,1495.78
2263,1495.78
2264,1495.78
2267,1495.78
2273,1495.78
2277,1495.78
2287,1495.78
2289,1495.78
2291,1495.78
2296,1495.78
2299,1495.78
2306,1495.78
2314,1495.78
2317,1495.78
2318,1495.78
2321,1495.78
2324,1495.78
2340,1495.78
2343,1495.78
2349,1495.78
2352,1495.78
2353,1495.78
2365,1495.78
2370,1495.78
2378,1495.78
2390,1495.78
2399,1495.78
2402,1495.78
2403,1495.78
2404,1495.78
2414,1495.78
2422,1495.78
2424,1495.78
2430,1495.78
2435,1495.78
2439,1495.78
2442,1495.78
2445,1495.78
2449,1495.78
2451,1495.78
2461,1495.78
2464,1495.78
2465,1495.78
2472,1495.78
2476,1495.78
2482,1495.78
2487,1495.78
2498,1495.78
2501,1495.78
2504,1495.78
2511,1495.78
2518,1495.78
2521,1495.78
2530,1495.78
2543,1495.78
2545,1495.78
2561,1495.78
2566,1495.78
2572,1495.78
2577,1495.78
2578,1495.78
2580,1495.78
2581,1495.78
2582,1495.78
2584,1495.78
2590,1495.78
2598,1495.78
2602,1495.78
2605,1495.78
2616,1495.78
2618,1495.78
2619,1495.78
2624,1495.78
2632,1495.78
2640,1495.78
2646,1495.78
2651,1495.78
2660,1495.78
2661,1495.78
2668,1495.78
2670,1495.78
2680,1495.78
2681,1495.78
2689,1495.78
2694,1495.78
2695,1495.78
2696,1495.78
2702,1495.78
2704,1495.78
2708,1495.78
2709,1495.78
2714,1495.78
2716,1495.78
2723,1495.78
2725,1495.78
2738,1495.78
2750,1495.78
2756,1495.78
2758,1495.78
2766,1495.78
2767,1495.78
2771,1495.78
2775,1495.78
2776,1495.78
2779,1495.78
2780,1495.78
2781,1495.78
2782,1495.78
2783,1495.78
2796,1495.78
2798,1495.78
2800,1495.78
2803,1495.78
2806,1495.78
2813,1495.78
2818,1495.78
2821,1495.78
2825,1495.78
2829,1495.78
2830,1495.78
2833,1495.78
2839,1495.78
2843,1495.78
2846,1495.78
2847,1495.78
2848,1495.78
2856,1495.78
2863,1495.78
2867,1495.78
2869,1495.78
2873,1495.78
2874,1495.78
2875,1495.78
2880,1495.78
2886,1495.78
2887,1495.78
2888,1495.78
2889,1495.78
2890,1495.78
2892,1495.78
2901,1495.78
2902,1495.78
2905,1495.78
2917,1495.78
2922,1495.78
2924,1495.78
2930,1495.78
2931,1495.78
2946,1495.78
2955,1495.78
2962,1495.78
2964,1495.78
2965,1495.78
2967,1495.78
2970,1495.78
2973,1495.78
2974,1495.78
2976,1495.78
2977,1495.78
2978,1495.78
2986,1495.78
2988,1495.78
2989,1495.78
2995,1495.78
3005,1495.78
3011,1495.78
3013,1495.78
3019,1495.78
3021,1495.78
3022,1495.78
3029,1495.78
3037,1495.78
3042,1495.78
3043,1495.78
3049,1495.78
3050,1495.78
3053,1495.78
3058,1495.78
3062,1495.78
3063,1495.78
3065,1495.78
3080,1495.78
3088,1495.78
3093,1495.78
3096,1495.78
3101,1495.78
3103,1495.78
3107,1495.78
3109,1495.78
3111,1495.78
3113,1495.78
3116,1495.78
3132,1495.78
3141,1495.78
3153,1495.78
3154,1495.78
3160,1495.78
3167,1495.78
3170,1495.78
3173,1495.78
3174,1495.78
3177,1495.78
3179,1495.78
3184,1495.78
3190,1495.78
3193,1495.78
3199,1495.78
3201,1495.78
3202,1495.78
3203,1495.78
3206,1495.78
3209,1495.78
3210,1495.78
3217,1495.78
3220,1495.78
3228,1495.78
3232,1495.78
3239,1495.78
3243,1495.78
3245,1495.78
3246,1495.78
3251,1495.78
3253,1495.78
3257,1495.78
3260,1495.78
3261,1495.78
3263,1495.78
3278,1495.78
3281,1495.78
3283,1495.78
3290,1495.78
3297,1495.78
3304,1495.78
3305,1495.78
3307,1495.78
3308,1495.78
3313,1495.78
3314,1495.78
3317,1495.78
3348,1495.78
3350,1495.78
3359,1495.78
3367,1495.78
3376,1495.78
3378,1495.78
3384,1495.78
3386,1495.78
3387,1495.78
3388,1495.78
3390,1495.78
3391,1495.78
3396,1495.78
3398,1495.78
3404,1495.78
3406,1495.78
3407,1495.78
3414,1495.78
3419,1495.78
3423,1495.78
3427,1495.78
3432,1495.78
3434,1495.78
3438,1495.78
3442,1495.78
3443,1495.78
3448,1495.78
3456,1495.78
3464,1495.78
3470,1495.78
3475,1495.78
3477,1495.78
3490,1495.78
3493,1495.78
3502,1495.78
3508,1495.78
3516,1495.78
3517,1495.78
3525,1495.78
3532,1495.78
3535,1495.78
3536,1495.78
3540,1495.78
3547,1495.78
3550,1495.78
3557,1495.78
3562,1495.78
3563,1495.78
3564,1495.78
3570,1495.78
3573,1495.78
3577,1495.78
3579,1495.78
3581,1495.78
3587,1495.78
3602,1495.78
3609,1495.78
3612,1495.78
3621,1495.78
3642,1495.78
3647,1495.78
3649,1495.78
3654,1495.78
3660,1495.78
3665,1495.78
3669,1495.78
3673,1495.78
3675,1495.78
3678,1495.78
3680,1495.78
3686,1495.78
3693,1495.78
3710,1495.78
3713,1495.78
3718,1495.78
3725,1495.78
3726,1495.78
3747,1495.78
3753,1495.78
3754,1495.78
3760,1495.78
3763,1495.78
3765,1495.78
3769,1495.78
3771,1495.78
3784,1495.78
3787,1495.78
3794,1495.78
3796,1495.78
3798,1495.78
3809,1495.78
3812,1495.78
3819,1495.78
3828,1495.78
3831,1495.78
3833,1495.78
3837,1495.78
3839,1495.78
3843,1495.78
3846,1495.78
3854,1495.78
3861,1495.78
3864,1495.78
3868,1495.78
3869,1495.78
3870,1495.78
3883,1495.78
3886,1495.78
3889,1495.78
3894,1495.78
3907,1495.78
3910,1495.78
3913,1495.78
3914,1495.78
3921,1495.78
3923,1495.78
3929,1495.78
3931,1495.78
3932,1495.78
3937,1495.78
3943,1495.78
3956,1495.78
3957,1495.78
3961,1495.78
3971,1495.78
4004,1495.78
4005,1495.78
4006,1495.78
4011,1495.78
4013,1495.78
4014,1495.78
4016,1495.78
4017,1495.78
4020,1495.78
4022,1495.78
4026,1495.78
4032,1495.78
4043,1495.78
4045,1495.78
4048,1495.78
4051,1495.78
4052,1495.78
4056,1495.78
4059,1495.78
4069,1495.78
4074,1495.78
4076,1495.78
4077,1495.78
4079,1495.78
4081,1495.78
4088,1495.78
4105,1495.78
4125,1495.78
4134,1495.78
4139,1495.78
4146,1495.78
4149,1495.78
4151,1495.78
4155,1495.78
4157,1495.78
4168,1495.78
4170,1495.78
4174,1495.78
4179,1495.78
4185,1495.78
4199,1495.78
4205,1495.78
4208,1495.78
4211,1495.78
4212,1495.78
4215,1495.78
4217,1495.78
4219,1495.78
4226,1495.78
4227,1495.78
4229,1495.78
4231,1495.78
4233,1495.78
4237,1495.78
4243,1495.78
4248,1495.78
4255,1495.78
4262,1495.78
4266,1495.78
4268,1495.78
4270,1495.78
4273,1495.78
4276,1495.78
4277,1495.78
4279,1495.78
4299,1495.78
4313,1495.78
4322,1495.78
4324,1495.78
4328,1495.78
4331,1495.78
4335,1495.78
4337,1495.78
4338,1495.78
4343,1495.78
4347,1495.78
4355,1495.78
4357,1495.78
4359,1495.78
4362,1495.78
4368,1495.78
4374,1495.78
4375,1495.78
4378,1495.78
4381,1495.78
4387,1495.78
4400,1495.78
4423,1495.78
4424,1495.78
4428,1495.78
4433,1495.78
4436,1495.78
4437,1495.78
4439,1495.78
4449,1495.78
4456,1495.78
4463,1495.78
4467,1495.78
4468,1495.78
4469,1495.78
4472,1495.78
4473,1495.78
4476,1495.78
4500,1495.78
4509,1495.78
4513,1495.78
4521,1495.78
4527,1495.78
4530,1495.78
4532,1495.78
4533,1495.78
4535,1495.78
4536,1495.78
4542,1495.78
4551,1495.78
4554,1495.78
4555,1495.78
4564,1495.78
4572,1495.78
4573,1495.78
4577,1495.78
4579,1495.78
4583,1495.78
4584,1495.78
4596,1495.78
4599,1495.78
4607,1495.78
4609,1495.78
4610,1495.78
4616,1495.78
4617,1495.78
4633,1495.78
4638,1495.78
4641,1495.78
4653,1495.78
4655,1495.78
4659,1495.78
4669,1495.78
4678,1495.78
4685,1495.78
4686,1495.78
4691,1495.78
4695,1495.78
4698,1495.78
4700,1495.78
4711,1495.78
4722,1495.78
4727,1495.78
4756,1495.78
4762,1495.78
4763,1495.78
4766,1495.78
4770,1495.78
4784,1495.78
4791,1495.78
4795,1495.78
4799,1495.78
4802,1495.78
4805,1495.78
4814,1495.78
4816,1495.78
4817,1495.78
4822,1495.78
4827,1495.78
4833,1495.78
4836,1495.78
4842,1495.78
4844,1495.78
4845,1495.78
4849,1495.78
4850,1495.78
4860,1495.78
4863,1495.78
4871,1495.78
4878,1495.78
4881,1495.78
4888,1495.78
4900,1495.78
4906,1495.78
4909,1495.78
4916,1495.78
4918,1495.78
4926,1495.78
4928,1495.78
4941,1495.78
4946,1495.78
4949,1495.78
4956,1495.78
4966,1495.78
4969,1495.78
4973,1495.78
4978,1495.78
4982,1495.78
4985,1495.78
4991,1495.78
4998,1495.78
5000,1495.78
5004,1495.78
5005,1495.78
5011,1495.78
5016,1495.78
5018,1495.78
5034,1495.78
5038,1495.78
5042,1495.78
5046,1495.78
5051,1495.78
5054,1495.78
5057,1495.78
5062,1495.78
5063,1495.78
5065,1495.78
5066,1495.78
5076,1495.78
5089,1495.78
5092,1495.78
5093,1495.78
5094,1495.78
5098,1495.78
5102,1495.78
5112,1495.78
5117,1495.78
5127,1495.78
5130,1495.78
5131,1495.78
5132,1495.78
5135,1495.78
5136,1495.78
5147,1495.78
5157,1495.78
5160,1495.78
5165,1495.78
5166,1495.78
5172,1495.78
5173,1495.78
5179,1495.78
5184,1495.78
5187,1495.78
5191,1495.78
5193,1495.78
5194,1495.78
5199,1495.78
5212,1495.78
5213,1495.78
5224,1495.78
5226,1495.78
5239,1495.78
5252,1495.78
5264,1495.78
5266,1495.78
5271,1495.78
5273,1495.78
5276,1495.78
5278,1495.78
5281,1495.78
5283,1495.78
5291,1495.78
5294,1495.78
5296,1495.78
5297,1495.78
5313,1495.78
5314,1495.78
5321,1495.78
5325,1495.78
5326,1495.78
5328,1495.78
5334,1495.78
5338,1495.78
5344,1495.78
5348,1495.78
5352,1495.78
5353,1495.78
5354,1495.78
5361,1495.78
5364,1495.78
5365,1495.78
5367,1495.78
5379,1495.78
5382,1495.78
5386,1495.78
5395,1495.78
5410,1495.78
5411,1495.78
5416,1495.78
5424,1495.78
5426,1495.78
5428,1495.78
5430,1495.78
5433,1495.78
5437,1495.78
5440,1495.78
5442,1495.78
5445,1495.78
5449,1495.78
5452,1495.78
5460,1495.78
5461,1495.78
5465,1495.78
5467,1495.78
5471,1495.78
5474,1495.78
5475,1495.78
5480,1495.78
5481,1495.78
5484,1495.78
5494,1495.78
5495,1495.78
5497,1495.78
5499,1495.78
5507,1495.78
5510,1495.78
5515,1495.78
5516,1495.78
5517,1495.78
5524,1495.78
5530,1495.78
5534,1495.78
5543,1495.78
5545,1495.78
5558,1495.78
5562,1495.78
5573,1495.78
5581,1495.78
5583,1495.78
5587,1495.78
5589,1495.78
5591,1495.78
5596,1495.78
5606,1495.78
5608,1495.78
5611,1495.78
5612,1495.78
5614,1495.78
5620,1495.78
5623,1495.78
5624,1495.78
5626,1495.78
5633,1495.78
5635,1495.78
5640,1495.78
5643,1495.78
5644,1495.78
5653,1495.78
5663,1495.78
5664,1495.78
5667,1495.78
5671,1495.78
5673,1495.78
5676,1495.78
5678,1495.78
5698,1495.78
5700,1495.78
5705,1495.78
5706,1495.78
5711,1495.78
5712,1495.78
5716,1495.78
5719,1495.78
5725,1495.78
5728,1495.78
5734,1495.78
5735,1495.78
5743,1495.78
5754,1495.78
5755,1495.78
5756,1495.78
5766,1495.78
5770,1495.78
5774,1495.78
5775,1495.78
5776,1495.78
5778,1495.78
5786,1495.78
5787,1495.78
5791,1495.78
5794,1495.78
5803,1495.78
5804,1495.78
5808,1495.78
5810,1495.78
5813,1495.78
5828,1495.78
5839,1495.78
5842,1495.78
5843,1495.78
5844,1495.78
5847,1495.78
5851,1495.78
5854,1495.78
5857,1495.78
5866,1495.78
5874,1495.78
5886,1495.78
5895,1495.78
5897,1495.78
5898,1495.78
5900,1495.78
5902,1495.78
5908,1495.78
5909,1495.78
5912,1495.78
5913,1495.78
5917,1495.78
5918,1495.78
5921,1495.78
5931,1495.78
5942,1495.78
5943,1495.78
5950,1495.78
5954,1495.78
5983,1495.78
5995,1495.78
6002,1495.78
6005,1495.78
6009,1495.78
6011,1495.78
6012,1495.78
6019,1495.78
6021,1495.78
6029,1495.78
6036,1495.78
6037,1495.78
6038,1495.78
6043,1495.78
6045,1495.78
6047,1495.78
6048,1495.78
6061,1495.78
6063,1495.78
6064,1495.78
6068,1495.78
6069,1495.78
6070,1495.78
6071,1495.78
6074,1495.78
6079,1495.78
6082,1495.78
6088,1495.78
6094,1495.78
6095,1495.78
6098,1495.78
6102,1495.78
6105,1495.78
6113,1495.78
6116,1495.78
6120,1495.78
6121,1495.78
6126,1495.78
6144,1495.78
6145,1495.78
6153,1495.78
6156,1495.78
6159,1495.78
6162,1495.78
6184,1495.78
6188,1495.78
6189,1495.78
6191,1495.78
6211,1495.78
6216,1495.78
6218,1495.78
6222,1495.78
6235,1495.78
6245,1495.78
6248,1495.78
6253,1495.78
6256,1495.78
6257,1495.78
6259,1495.78
6266,1495.78
6268,1495.78
6275,1495.78
6280,1495.78
6283,1495.78
6288,1495.78
6289,1495.78
6301,1495.78
6308,1495.78
6314,1495.78
6315,1495.78
6316,1495.78
6317,1495.78
6318,1495.78
6323,1495.78
6329,1495.78
6336,1495.78
6341,1495.78
6348,1495.78
6349,1495.78
6365,1495.78
6372,1495.78
6376,1495.78
6378,1495.78
6379,1495.78
6382,1495.78
6383,1495.78
6389,1495.78
6390,1495.78
6392,1495.78
6394,1495.78
6402,1495.78
6404,1495.78
6405,1495.78
6406,1495.78
6409,1495.78
6410,1495.78
6411,1495.78
6421,1495.78
6428,1495.78
6429,1495.78
6432,1495.78
6436,1495.78
6437,1495.78
6438,1495.78
6445,1495.78
6447,1495.78
6450,1495.78
6462,1495.78
6467,1495.78
6478,1495.78
6484,1495.78
6492,1495.78
6497,1495.78
6504,1495.78
6505,1495.78
6513,1495.78
6525,1495.78
6526,1495.78
6528,1495.78
6540,1495.78
6542,1495.78
6544,1495.78
6548,1495.78
6552,1495.78
6558,1495.78
6567,1495.78
6569,1495.78
6572,1495.78
6577,1495.78
6581,1495.78
6588,1495.78
6591,1495.78
6594,1495.78
6600,1495.78
6602,1495.78
6604,1495.78
6605,1495.78
6614,1495.78
6616,1495.78
6621,1495.78
6640,1495.78
6641,1495.78
6643,1495.78
6644,1495.78
6649,1495.78
6650,1495.78
6655,1495.78
6661,1495.78
6672,1495.78
6677,1495.78
6688,1495.78
6689,1495.78
6691,1495.78
6692,1495.78
6694,1495.78
6702,1495.78
6714,1495.78
6716,1495.78
6724,1495.78
6725,1495.78
6730,1495.78
6735,1495.78
6738,1495.78
6739,1495.78
6743,1495.78
6747,1495.78
6750,1495.78
6751,1495.78
6753,1495.78
6754,1495.78
6755,1495.78
6762,1495.78
6764,1495.78
6772,1495.78
6774,1495.78
6787,1495.78
6789,1495.78
6793,1495.78
6798,1495.78
6799,1495.78
6800,1495.78
6802,1495.78
6808,1495.78
6809,1495.78
6812,1495.78
6814,1495.78
6816,1495.78
6822,1495.78
6829,1495.78
6834,1495.78
6836,1495.78
6839,1495.78
6840,1495.78
6843,1495.78
6846,1495.78
6848,1495.78
6852,1495.78
6856,1495.78
6860,1495.78
6866,1495.78
6870,1495.78
6878,1495.78
6880,1495.78
6885,1495.78
6897,1495.78
6902,1495.78
6904,1495.78
6907,1495.78
6909,1495.78
6914,1495.78
6915,1495.78
6922,1495.78
6924,1495.78
6933,1495.78
6934,1495.78
6941,1495.78
6957,1495.78
6960,1495.78
6969,1495.78
6975,1495.78
6980,1495.78
6983,1495.78
6987,1495.78
6994,1495.78
6997,1495.78
7002,1495.78
7010,1495.78
7015,1495.78
7019,1495.78
7022,1495.78
7025,1495.78
7029,1495.78
7031,1495.78
7037,1495.78
7038,1495.78
7043,1495.78
7049,1495.78
7052,1495.78
7053,1495.78
7056,1495.78
7057,1495.78
7080,1495.78
7086,1495.78
7087,1495.78
7105,1495.78
7108,1495.78
7121,1495.78
7122,1495.78
7125,1495.78
7132,1495.78
7134,1495.78
7151,1495.78
7152,1495.78
7157,1495.78
7159,1495.78
7166,1495.78
7167,1495.78
7177,1495.78
7179,1495.78
7181,1495.78
7183,1495.78
7186,1495.78
7193,1495.78
7205,1495.78
7207,1495.78
7209,1495.78
7216,1495.78
7232,1495.78
7235,1495.78
7238,1495.78
7240,1495.78
7243,1495.78
7252,1495.78
7269,1495.78
7275,1495.78
7281,1495.78
7283,1495.78
7287,1495.78
7289,1495.78
7291,1495.78
7294,1495.78
7304,1495.78
7308,1495.78
7313,1495.78
7319,1495.78
7325,1495.78
7326,1495.78
7330,1495.78
7332,1495.78
7337,1495.78
7341,1495.78
7346,1495.78
7353,1495.78
7354,1495.78
7361,1495.78
7366,1495.78
7368,1495.78
7372,1495.78
7375,1495.78
7377,1495.78
7380,1495.78
7382,1495.78
7385,1495.78
7392,1495.78
7395,1495.78
7397,1495.78
7403,1495.78
7406,1495.78
7409,1495.78
7410,1495.78
7412,1495.78
7419,1495.78
7425,1495.78
7435,1495.78
7438,1495.78
7440,1495.78
7447,1495.78
7449,1495.78
7456,1495.78
7464,1495.78
7478,1495.78
7480,1495.78
7481,1495.78
7483,1495.78
7484,1495.78
7491,1495.78
7494,1495.78
7501,1495.78
7503,1495.78
7509,1495.78
7517,1495.78
7518,1495.78
7519,1495.78
7521,1495.78
7522,1495.78
7536,1495.78
7539,1495.78
7547,1495.78
7549,1495.78
7552,1495.78
7554,1495.78
7556,1495.78
7564,1495.78
7566,1495.78
7570,1495.78
7571,1495.78
7572,1495.78
7575,1495.78
7586,1495.78
7589,1495.78
7590,1495.78
7597,1495.78
7602,1495.78
7604,1495.78
7605,1495.78
7612,1495.78
7615,1495.78
7617,1495.78
7624,1495.78
7632,1495.78
7639,1495.78
7642,1495.78
7643,1495.78
7649,1495.78
7650,1495.78
7653,1495.78
7654,1495.78
7657,1495.78
7662,1495.78
7669,1495.78
7671,1495.78
7675,1495.78
7678,1495.78
7682,1495.78
7688,1495.78
7689,1495.78
7690,1495.78
7692,1495.78
7699,1495.78
7705,1495.78
7712,1495.78
7726,1495.78
7728,1495.78
7735,1495.78
7737,1495.78
7739,1495.78
7743,1495.78
7744,1495.78
7746,1495.78
7749,1495.78
7750,1495.78
7752,1495.78
7755,1495.78
7756,1495.78
7762,1495.78
7764,1495.78
7769,1495.78
7770,1495.78
7776,1495.78
7778,1495.78
7784,1495.78
7786,1495.78
7789,1495.78
7793,1495.78
7794,1495.78
7804,1495.78
7811,1495.78
7813,1495.78
7815,1495.78
7817,1495.78
7818,1495.78
7821,1495.78
7825,1495.78
7830,1495.78
7832,1495.78
7835,1495.78
7839,1495.78
7842,1495.78
7849,1495.78
7856,1495.78
7857,1495.78
7863,1495.78
7866,1495.78
7871,1495.78
7875,1495.78
7882,1495.78
7887,1495.78
7888,1495.78
7891,1495.78
7895,1495.78
7901,1495.78
7906,1495.78
7908,1495.78
7917,1495.78
7924,1495.78
7948,1495.78
7950,1495.78
7955,1495.78
7957,1495.78
7959,1495.78
7967,1495.78
7969,1495.78
7971,1495.78
7974,1495.78
7976,1495.78
7986,1495.78
7987,1495.78
7993,1495.78
7996,1495.78
7998,1495.78
8018,1495.78
8019,1495.78
8027,1495.78
8036,1495.78
8040,1495.78
8044,1495.78
8050,1495.78
8052,1495.78
8054,1495.78
8057,1495.78
8058,1495.78
8059,1495.78
8066,1495.78
8070,1495.78
8072,1495.78
8078,1495.78
8079,1495.78
8080,1495.78
8081,1495.78
8088,1495.78
8091,1495.78
8094,1495.78
8095,1495.78
8099,1495.78
8101,1495.78
8102,1495.78
8116,1495.78
8125,1495.78
8134,1495.78
8139,1495.78
8141,1495.78
8147,1495.78
8158,1495.78
8160,1495.78
8165,1495.78
8187,1495.78
8205,1495.78
8209,1495.78
8211,1495.78
8232,1495.78
8236,1495.78
8237,1495.78
8238,1495.78
8245,1495.78
8256,1495.78
8268,1495.78
8269,1495.78
8270,1495.78
8286,1495.78
8289,1495.78
8301,1495.78
8305,1495.78
8310,1495.78
8312,1495.78
8318,1495.78
8321,1495.78
8328,1495.78
8331,1495.78
8334,1495.78
8344,1495.78
8345,1495.78
8352,1495.78
8358,1495.78
8359,1495.78
8360,1495.78
8365,1495.78
8366,1495.78
8369,1495.78
8373,1495.78
8378,1495.78
8392,1495.78
8397,1495.78
8399,1495.78
8400,1495.78
8405,1495.78
8406,1495.78
8410,1495.78
8413,1495.78
8414,1495.78
8416,1495.78
8426,1495.78
8434,1495.78
8439,1495.78
8440,1495.78
8475,1495.78
8480,1495.78
8497,1495.78
8499,1495.78
